,1to3,4,5to7,8,9to10,11to12
0,227.539188,137.14718399999998,400.85289288,117.79078320000002,174.68475388,112.2939741
1,232.3054215,130.7378496,385.0165143,95.28735320000001,170.43387088,108.12414689999999
2,227.66983,130.514784,389.2426843696765,109.79702280000001,171.37785815164563,107.7519366
3,237.53242949999998,142.6049088,417.2596505579018,129.5470952,181.11783352488246,117.3699758
4,218.557841,132.1875552,382.05806421966287,105.3563116,167.97034252718214,104.899025
5,226.0680545,135.058752,397.1525337216812,115.88564720000001,173.38026621021183,111.00578720000001
6,226.8227569,136.36706880000003,399.44874272326837,117.1190636,174.16309946751426,111.823866
7,228.66829510000002,153.3860448,422.36041536060185,137.33344160000004,181.7087799603655,116.95978910000004
8,242.02816599999997,132.4428672,393.86586048610997,103.47285079999999,174.8027928713988,109.4999444
9,230.99674389999998,117.82245119999999,381.34626493150046,111.33591600000001,169.67996735174327,104.496469
10,233.5701755,138.8633088,407.56725562983087,132.2209096,178.35740775421974,110.45579160000001
11,220.6581145,132.1964928,383.3343296489409,96.64878208,168.0077186448329,108.70425720000001
12,226.0999265,134.1923136,395.2141026699489,114.523026,172.8455334976733,110.15738579999997
13,226.87352800000002,135.70369919999996,397.9054134896983,115.9532856,173.7384507636051,111.1610269
14,229.5035324,137.2892256,418.178626689188,136.05663800000002,179.79789624157416,120.076264
15,234.9184192,123.3421248,386.3148212140137,97.85257632000001,170.85480856640976,110.59814920000001
16,231.79341110000001,131.0541792,386.746946051515,109.71380420000001,171.73579658855041,104.2553435
17,241.77136399999998,132.9068544,399.2012249762734,126.0522544,177.46085533314567,105.6154946
18,224.9940345,131.66025599999998,386.2625387632579,102.319594,169.80845922084202,108.19454029999999
19,227.118627,134.137104,395.37696882446164,114.33784840000001,173.0612786956081,110.11581350000002
