,1to3,4,5to7,8,9to10,11to12
0,246.72924,137.14718399999998,412.99995024000003,125.47279080000001,182.3632046,125.4192438
1,251.897445,130.7378496,396.6836814,101.5017458,177.92546959999999,120.76203419999999
2,246.8709,130.514784,401.0379172293637,116.9576982,178.910950817652,120.34631879999999
3,257.565285,142.6049088,429.9038823929898,137.9958188,189.0790569765256,131.0885444
4,236.99043,132.1875552,393.6355813172284,112.2273754,175.3536542866187,117.15994999999998
5,245.134035,135.058752,409.1874589859746,123.44340679999999,181.0013768128585,123.98048960000001
6,245.95238700000002,136.36706880000003,411.55325007851894,124.7572634,181.81862032322917,124.89418799999999
7,247.95357300000003,153.3860448,435.15921582607467,146.28997040000004,189.69597907950242,130.63041380000004
8,262.44018,132.4428672,405.8011895917497,110.22108019999999,182.4864321184932,122.2986392
9,250.478397,117.82245119999999,392.90221235366715,118.596954,177.13842745511658,116.710342
10,253.268865,138.8633088,419.91777852770457,140.8440124,186.19729380935024,123.36620880000001
11,239.26783500000002,132.1964928,394.95052145648464,102.95196351999999,175.39267331053983,121.4099496
12,245.16859500000004,134.1923136,407.1902875993413,121.991919,180.44313936570288,123.03292439999996
13,246.00744000000003,135.70369919999996,409.96315329241645,123.5154564,181.3753057422251,124.1538742
14,248.85925200000003,137.2892256,430.85070628583003,144.929897,187.70110047197304,134.11115199999998
15,254.730816,123.3421248,398.0213309477717,104.23426608,178.36491004185632,123.5252056
16,251.34225300000003,131.0541792,398.46655047731855,116.8690523,179.28462281222295,116.44103299999999
17,262.16172,132.9068544,411.29823179373625,134.2730536,185.26133249064657,117.9601628
18,243.96943500000003,131.66025599999998,397.9674641803263,108.992611,177.27256731846143,120.84065539999999
19,246.27321000000003,134.137104,407.35808909186954,121.7946646,180.66836786904142,122.98649300000001
