,1to3,4,5to7,8,9to10,11to12
0,260.43642,140.004417,441.3430840800001,136.99580220000004,193.88088068,140.0028768
1,265.8917475,133.4615548,423.90707130000004,110.8233347,189.16286767999998,134.80413119999997
2,260.58594999999997,133.233842,428.5601272353004,127.6987113,190.2105898166616,134.3400768
3,271.8744675,145.57584440000002,459.407090008195,150.66890420000001,201.0208921539904,146.33139839999998
4,250.15656499999997,134.9414626,420.6497878782147,122.5339711,186.42862192577357,130.7832
5,258.7525925,137.872476,437.26895126932584,134.78004620000002,192.4330427168285,138.3968256
6,259.61640850000003,139.20804940000005,439.79710057410364,136.21456310000002,193.30190160680155,139.416768
7,261.72877150000005,156.5815874,465.02308357884453,159.72476360000005,201.67677775820783,145.81999680000004
8,277.02018999999996,135.2020936,433.6502908382423,120.3434243,194.0118909891349,136.51941119999998
9,264.39386349999995,120.27708559999999,419.8660896720561,129.48851100000002,188.3261176101766,130.28131199999999
10,267.3393575,141.7562944,448.73566528940984,153.7786666,197.95712289204607,137.7111168
11,252.5604925,134.9505864,422.05496900741986,112.40673568,186.47010530910023,135.5273856
12,258.78907250000003,136.9879868,435.1347191012569,133.1952585,191.8395481677473,137.33907839999995
13,259.67452000000003,138.53085959999996,438.09787949875874,134.85871260000002,192.8305882101551,138.5903712
14,262.684766,140.1494178,460.4188920113282,158.2397855,199.55590681757133,149.705472
15,268.882528,125.9117524,425.3365203265404,113.80680072000001,189.63006225502622,137.8886016
16,265.30571150000003,133.7844746,425.8122941375267,127.60192445000001,190.60786214773177,129.980688
17,276.72625999999997,135.6757472,439.5245810344829,146.6042524,196.96204822689793,131.6764608
18,257.5232925,134.403178,425.27895682015264,119.0021365,188.4687294648906,134.89189439999998
19,259.955055,136.931627,435.3140363824881,132.97988890000002,192.07900162919142,137.287248
