,1to3,4,5to7,8,9to10,11to12
0,246.72924,137.14718399999998,404.90191200000004,124.19245620000001,182.3632046,126.8776071
1,251.897445,130.7378496,388.90557,100.4660137,177.92546959999999,122.16624389999998
2,246.8709,130.514784,393.1744286562389,115.7642523,178.910950817652,121.7456946
3,257.565285,142.6049088,421.47439450293115,136.5876982,189.0790569765256,132.6128298
4,236.99043,132.1875552,385.917236585518,111.0821981,175.3536542866187,118.522275
5,245.134035,135.058752,401.1641754764457,122.1837802,181.0013768128585,125.42212320000002
6,245.95238700000002,136.36706880000003,403.4835785083519,123.4842301,181.81862032322917,126.34644599999999
7,247.95357300000003,153.3860448,426.6266821824261,144.79721560000004,189.69597907950242,132.14937210000005
8,262.44018,132.4428672,397.8443035213232,109.09637529999998,182.4864321184932,123.7207164
9,250.478397,117.82245119999999,385.198247405556,117.386781,177.13842745511658,118.067439
10,253.268865,138.8633088,411.6840965957888,139.40682859999998,186.19729380935024,124.8006996
11,239.26783500000002,132.1964928,387.2063935847888,101.90143327999999,175.39267331053983,122.8216932
12,245.16859500000004,134.1923136,399.2061643130797,120.7471035,180.44313936570288,124.46353979999995
13,246.00744000000003,135.70369919999996,401.92466009060433,122.25509459999999,181.3753057422251,125.5975239
14,248.85925200000003,137.2892256,422.402653221402,143.4510205,187.70110047197304,135.670584
15,254.730816,123.3421248,390.21699112526636,103.17065112,178.36491004185632,124.9615452
16,251.34225300000003,131.0541792,390.6534808601162,115.67651095000001,179.28462281222295,117.79499849999999
17,262.16172,132.9068544,403.23356058209436,132.9029204,185.26133249064657,119.3317926
18,243.96943500000003,131.66025599999998,390.16418056894736,107.88044149999999,177.27256731846143,122.24577929999998
19,246.27321000000003,134.137104,399.3706755802643,120.55186189999999,180.66836786904142,124.41656850000001
