,1to3,4,5to7,8,9to10,11to12
0,224.79775199999997,131.432718,392.75485464,117.79078320000002,172.7651412,118.12742730000001
1,229.506561,125.29043920000001,377.2384029,95.28735320000001,168.56097119999998,113.7409857
2,224.92681999999996,125.07666800000001,381.3791957965517,109.79702280000001,169.49458498514403,113.3494398
3,234.670593,136.66303760000002,408.8301626678432,129.5470952,179.12752766197164,123.4671174
4,215.924614,126.6797404,374.3397194879525,105.3563116,166.124514587323,110.348325
5,223.34434299999998,129.431304,389.1292502121523,115.88564720000001,171.47498855955016,116.77232160000001
6,224.0899526,130.68510760000004,391.37907115310134,117.1190636,172.24921925358555,117.632898
7,225.91325540000003,146.99495960000002,413.8278817169533,137.33344160000004,179.71198018058126,123.03562230000004
8,239.11216399999995,126.9244144,385.9089744156835,103.47285079999999,172.88188305962518,115.1882532
9,228.21365059999997,112.9131824,373.6422999833893,111.33591600000001,167.81535232589994,109.924857
10,230.756077,133.07733760000002,399.3335736979151,132.2209096,176.3974362404371,116.19375480000002
11,217.999583,126.6883056,375.59020177724517,96.64878208,166.16147997840616,114.35123160000002
12,223.375831,128.6009672,387.2299793836873,114.523026,170.9461320306659,115.87984739999997
13,224.14011200000002,130.04937839999997,389.8669202878862,115.9532856,171.8292370189501,116.9356257
14,226.73842960000002,131.5688412,409.7305736247599,136.05663800000002,177.82209518397445,126.313992
15,232.08807679999998,118.2028696,378.51048139150834,97.85257632000001,168.9772831975481,116.34350760000001
16,229.0007194,125.5935884,378.9338764343127,109.71380420000001,169.84859003263227,109.6712055
17,238.858456,127.3690688,391.1365537646315,126.0522544,175.51073604377044,111.10201380000001
18,222.283263,126.17441199999999,378.45925515187895,102.319594,167.94243219643715,113.8150359
19,224.382258,128.548058,387.3895553128563,114.33784840000001,171.15950640224978,115.83611550000002
